Post_ID,Platform,Post_Date,Post_Time,Post_Type,Content_Theme,Caption,Hashtags,Impressions,Reach,Likes,Comments,Shares,Saves,Profile_Visits,Link_Clicks,Followers_Before,Followers_After,Campaign_Name
P3820,Facebook,2024-08-04,06:36,Image,Industry News,Sample social media post caption 3820,#marketing #socialmedia #AI,5326,6645,2979,274,234,68,1967,796,79633,79731,Organic
P3821,YouTube,2024-01-12,02:45,Reel,Promotional,Sample social media post caption 3821,#marketing #socialmedia #AI,80287,32236,2462,376,130,165,1533,417,67588,67743,Brand Awareness
P3822,YouTube,2024-09-08,05:10,Text,Promotional,Sample social media post caption 3822,#marketing #socialmedia #AI,78138,2285,4110,78,6,134,440,388,60722,60784,Organic
P3823,YouTube,2024-10-01,11:31,Text,Industry News,Sample social media post caption 3823,#marketing #socialmedia #AI,58724,4210,4281,421,1,10,565,275,59872,59899,Organic
P3824,LinkedIn,2024-05-15,12:41,Video,Motivational,Sample social media post caption 3824,#marketing #socialmedia #AI,52780,59229,1227,218,16,322,298,190,33760,33833,Lead Generation
P3825,Instagram,2024-11-16,05:25,Reel,Industry News,Sample social media post caption 3825,#marketing #socialmedia #AI,61379,65260,76,133,99,305,1769,772,79288,79356,Organic
P3826,LinkedIn,2024-05-21,20:17,Text,Product Launch,Sample social media post caption 3826,#marketing #socialmedia #AI,3632,24320,4707,139,287,163,30,609,96990,97162,Lead Generation
P3827,YouTube,2025-03-01,20:40,Image,Educational,Sample social media post caption 3827,#marketing #socialmedia #AI,37888,30639,685,272,47,385,147,233,61049,61034,Summer Campaign
P3828,Facebook,2024-09-20,21:39,Image,Educational,Sample social media post caption 3828,#marketing #socialmedia #AI,39699,17182,4827,491,75,387,56,501,4593,4662,Brand Awareness
P3829,Instagram,2024-02-20,16:44,Image,Promotional,Sample social media post caption 3829,#marketing #socialmedia #AI,86057,76575,1179,216,148,189,664,690,48468,48608,Engagement Drive
P3830,YouTube,2025-11-29,23:42,Carousel,Product Launch,Sample social media post caption 3830,#marketing #socialmedia #AI,86523,59252,3217,292,66,76,249,524,87016,87201,Summer Campaign
P3831,YouTube,2025-06-27,22:50,Text,Industry News,Sample social media post caption 3831,#marketing #socialmedia #AI,96717,44205,2097,258,201,277,912,874,15173,15201,Organic
P3832,Instagram,2024-07-01,01:14,Reel,Industry News,Sample social media post caption 3832,#marketing #socialmedia #AI,14942,34713,2663,141,64,33,554,932,4917,5113,Summer Campaign
P3833,YouTube,2025-04-21,20:16,Image,Product Launch,Sample social media post caption 3833,#marketing #socialmedia #AI,91206,72327,1357,338,203,74,199,476,6191,6317,Lead Generation
P3834,LinkedIn,2024-08-19,14:37,Carousel,Promotional,Sample social media post caption 3834,#marketing #socialmedia #AI,26470,19349,1777,123,51,357,1317,537,33289,33358,Lead Generation
P3835,LinkedIn,2025-10-17,00:06,Video,Industry News,Sample social media post caption 3835,#marketing #socialmedia #AI,11808,23739,4101,261,108,72,32,678,9475,9553,Organic
P3836,LinkedIn,2024-12-31,16:32,Image,Motivational,Sample social media post caption 3836,#marketing #socialmedia #AI,46493,4092,543,72,52,495,217,174,23780,23836,Lead Generation
P3837,YouTube,2025-07-06,01:04,Text,Industry News,Sample social media post caption 3837,#marketing #socialmedia #AI,3275,26745,3333,146,19,496,1647,942,10267,10276,Lead Generation
P3838,YouTube,2024-07-29,07:43,Video,Educational,Sample social media post caption 3838,#marketing #socialmedia #AI,94932,33362,3393,355,22,473,1623,708,63741,63843,Brand Awareness
P3839,Instagram,2025-10-10,16:00,Video,Educational,Sample social media post caption 3839,#marketing #socialmedia #AI,83081,46433,4821,38,32,178,1351,816,29689,29700,Engagement Drive
P3840,LinkedIn,2024-08-20,17:38,Carousel,Product Launch,Sample social media post caption 3840,#marketing #socialmedia #AI,28833,41368,1216,207,11,237,962,942,33025,33026,Engagement Drive
P3841,Facebook,2025-07-01,01:49,Image,Educational,Sample social media post caption 3841,#marketing #socialmedia #AI,43109,51651,290,289,270,285,783,488,88013,88162,Brand Awareness
P3842,Facebook,2025-06-21,02:15,Text,Educational,Sample social media post caption 3842,#marketing #socialmedia #AI,49392,75440,1796,237,299,72,420,598,22995,23170,Summer Campaign
P3843,LinkedIn,2024-07-29,14:04,Carousel,Motivational,Sample social media post caption 3843,#marketing #socialmedia #AI,43823,34161,1085,62,263,316,264,565,3708,3696,Brand Awareness
P3844,Instagram,2024-10-07,12:59,Video,Product Launch,Sample social media post caption 3844,#marketing #socialmedia #AI,36130,75421,1512,308,165,443,1030,668,65288,65416,Brand Awareness
P3845,Facebook,2024-08-09,06:05,Carousel,Promotional,Sample social media post caption 3845,#marketing #socialmedia #AI,98481,32410,4739,207,83,259,815,227,45807,45807,Brand Awareness
P3846,Instagram,2025-01-24,05:34,Image,Educational,Sample social media post caption 3846,#marketing #socialmedia #AI,75149,53357,3255,364,279,196,1499,734,91280,91354,Organic
P3847,Facebook,2024-11-08,22:59,Carousel,Educational,Sample social media post caption 3847,#marketing #socialmedia #AI,81595,76031,2793,316,194,131,1554,816,19928,19955,Lead Generation
P3848,Instagram,2025-03-14,01:18,Text,Motivational,Sample social media post caption 3848,#marketing #socialmedia #AI,66201,4188,1075,346,221,18,758,666,40306,40489,Organic
P3849,Instagram,2024-05-13,10:34,Video,Educational,Sample social media post caption 3849,#marketing #socialmedia #AI,68846,1146,4101,22,11,355,1745,333,31762,31773,Engagement Drive
P3850,YouTube,2024-09-23,01:10,Reel,Industry News,Sample social media post caption 3850,#marketing #socialmedia #AI,97572,38649,3156,120,144,249,1324,766,76973,77061,Brand Awareness
P3851,Instagram,2025-04-24,03:38,Text,Promotional,Sample social media post caption 3851,#marketing #socialmedia #AI,85548,52302,4966,354,104,390,1570,962,59755,59749,Organic
P3852,LinkedIn,2024-10-24,10:15,Image,Product Launch,Sample social media post caption 3852,#marketing #socialmedia #AI,39142,5893,4329,143,170,192,1826,824,25430,25473,Organic
P3853,YouTube,2025-07-13,07:07,Carousel,Educational,Sample social media post caption 3853,#marketing #socialmedia #AI,44663,27167,230,280,222,383,329,57,90361,90431,Engagement Drive
P3854,LinkedIn,2024-05-25,18:10,Video,Motivational,Sample social media post caption 3854,#marketing #socialmedia #AI,50907,21788,388,487,110,99,1712,432,52330,52450,Summer Campaign
P3855,Facebook,2024-06-13,15:10,Image,Industry News,Sample social media post caption 3855,#marketing #socialmedia #AI,45771,76424,488,161,270,94,1861,844,83834,83995,Lead Generation
P3856,Facebook,2025-02-19,06:51,Text,Product Launch,Sample social media post caption 3856,#marketing #socialmedia #AI,52005,59013,2432,366,170,386,1402,538,53001,53198,Lead Generation
P3857,Facebook,2025-12-01,03:06,Reel,Motivational,Sample social media post caption 3857,#marketing #socialmedia #AI,58056,23618,2827,149,178,374,220,144,86378,86450,Engagement Drive
P3858,LinkedIn,2025-06-23,23:59,Text,Promotional,Sample social media post caption 3858,#marketing #socialmedia #AI,99516,40701,3845,6,36,189,1570,542,44998,45011,Brand Awareness
P3859,YouTube,2024-02-18,22:28,Reel,Industry News,Sample social media post caption 3859,#marketing #socialmedia #AI,52949,58632,170,374,197,405,698,437,17042,17042,Lead Generation
P3860,Instagram,2025-04-10,21:29,Image,Educational,Sample social media post caption 3860,#marketing #socialmedia #AI,94371,46371,4128,221,230,112,1574,208,32927,33099,Engagement Drive
P3861,Facebook,2025-09-23,15:12,Carousel,Motivational,Sample social media post caption 3861,#marketing #socialmedia #AI,70149,70350,4146,487,28,39,863,426,43116,43206,Engagement Drive
P3862,LinkedIn,2025-01-28,09:11,Carousel,Product Launch,Sample social media post caption 3862,#marketing #socialmedia #AI,59343,577,4458,255,228,154,354,10,69370,69438,Organic
P3863,LinkedIn,2024-11-01,20:05,Text,Industry News,Sample social media post caption 3863,#marketing #socialmedia #AI,74045,10425,4257,19,51,204,203,89,9783,9864,Brand Awareness
P3864,YouTube,2025-02-16,23:50,Reel,Educational,Sample social media post caption 3864,#marketing #socialmedia #AI,82945,78087,3733,19,57,91,1269,965,71978,72147,Summer Campaign
P3865,LinkedIn,2024-11-28,18:19,Carousel,Industry News,Sample social media post caption 3865,#marketing #socialmedia #AI,67784,59331,935,410,285,73,302,137,22174,22202,Engagement Drive
P3866,LinkedIn,2024-02-04,01:24,Image,Industry News,Sample social media post caption 3866,#marketing #socialmedia #AI,76467,55005,1954,363,290,171,891,487,71946,72070,Engagement Drive
P3867,LinkedIn,2025-06-02,20:43,Video,Industry News,Sample social media post caption 3867,#marketing #socialmedia #AI,60688,11065,3964,301,265,80,1566,276,45978,46177,Engagement Drive
P3868,YouTube,2024-10-07,04:54,Text,Educational,Sample social media post caption 3868,#marketing #socialmedia #AI,26299,59922,4588,184,114,204,763,299,59950,59931,Engagement Drive
P3869,Instagram,2024-10-20,12:13,Image,Industry News,Sample social media post caption 3869,#marketing #socialmedia #AI,61640,14268,4275,205,200,33,1939,915,10222,10208,Organic
P3870,YouTube,2024-11-10,20:47,Text,Industry News,Sample social media post caption 3870,#marketing #socialmedia #AI,68638,43346,3468,379,46,39,922,847,22592,22632,Lead Generation
P3871,LinkedIn,2024-07-02,16:02,Carousel,Promotional,Sample social media post caption 3871,#marketing #socialmedia #AI,72738,76556,2774,126,53,34,1646,711,44181,44277,Brand Awareness
P3872,Instagram,2025-10-26,05:44,Carousel,Promotional,Sample social media post caption 3872,#marketing #socialmedia #AI,14682,21740,3950,446,214,254,592,26,96614,96778,Engagement Drive
P3873,YouTube,2025-01-03,22:09,Carousel,Promotional,Sample social media post caption 3873,#marketing #socialmedia #AI,84529,33595,367,225,134,469,973,162,45037,45185,Brand Awareness
P3874,LinkedIn,2025-05-07,04:42,Video,Industry News,Sample social media post caption 3874,#marketing #socialmedia #AI,4829,37283,3909,484,186,119,1550,139,52980,53079,Brand Awareness
P3875,Instagram,2025-05-21,17:42,Reel,Motivational,Sample social media post caption 3875,#marketing #socialmedia #AI,76971,19216,4037,356,249,255,1286,95,85049,85105,Brand Awareness
P3876,Facebook,2025-05-07,17:22,Image,Product Launch,Sample social media post caption 3876,#marketing #socialmedia #AI,27427,61860,2876,206,137,280,1713,67,4287,4403,Engagement Drive
P3877,YouTube,2024-05-26,04:15,Carousel,Product Launch,Sample social media post caption 3877,#marketing #socialmedia #AI,70710,42934,4036,245,39,316,1741,346,41931,42078,Lead Generation
P3878,LinkedIn,2024-11-24,15:44,Video,Promotional,Sample social media post caption 3878,#marketing #socialmedia #AI,33022,78288,1164,26,223,278,327,28,51673,51791,Summer Campaign
P3879,Instagram,2025-07-02,05:45,Carousel,Product Launch,Sample social media post caption 3879,#marketing #socialmedia #AI,54828,32981,664,174,220,446,1807,514,86153,86188,Lead Generation
P3880,LinkedIn,2025-05-06,21:47,Text,Industry News,Sample social media post caption 3880,#marketing #socialmedia #AI,91226,42403,3895,386,41,153,57,992,40384,40514,Summer Campaign
P3881,Instagram,2025-02-27,17:49,Image,Industry News,Sample social media post caption 3881,#marketing #socialmedia #AI,22445,41452,186,275,238,175,1176,599,2226,2354,Summer Campaign
P3882,YouTube,2024-10-23,16:40,Video,Industry News,Sample social media post caption 3882,#marketing #socialmedia #AI,19111,19826,667,89,111,20,667,231,39931,39996,Brand Awareness
P3883,Facebook,2024-08-18,09:09,Reel,Product Launch,Sample social media post caption 3883,#marketing #socialmedia #AI,84096,48671,2494,273,108,351,1257,646,46016,46154,Organic
P3884,YouTube,2025-10-23,08:51,Image,Product Launch,Sample social media post caption 3884,#marketing #socialmedia #AI,76164,5148,3698,417,299,170,768,765,36940,37084,Brand Awareness
P3885,YouTube,2024-06-20,08:13,Text,Motivational,Sample social media post caption 3885,#marketing #socialmedia #AI,71810,44202,276,39,259,314,1727,241,67703,67871,Brand Awareness
P3886,Instagram,2025-09-17,16:32,Image,Motivational,Sample social media post caption 3886,#marketing #socialmedia #AI,53361,29788,1894,283,42,162,1254,374,28653,28799,Summer Campaign
P3887,Facebook,2025-08-03,22:51,Text,Educational,Sample social media post caption 3887,#marketing #socialmedia #AI,92034,53912,1870,427,29,270,1406,962,53569,53584,Summer Campaign
P3888,Facebook,2025-10-15,18:33,Text,Product Launch,Sample social media post caption 3888,#marketing #socialmedia #AI,79914,57765,4758,386,195,387,312,823,75530,75604,Organic
P3889,Instagram,2024-03-18,22:52,Carousel,Educational,Sample social media post caption 3889,#marketing #socialmedia #AI,19370,73954,599,274,268,300,1790,904,33779,33840,Brand Awareness
P3890,YouTube,2025-07-15,11:57,Text,Promotional,Sample social media post caption 3890,#marketing #socialmedia #AI,89257,76165,53,326,274,328,186,112,46241,46426,Organic
P3891,LinkedIn,2024-10-09,15:05,Text,Motivational,Sample social media post caption 3891,#marketing #socialmedia #AI,47546,37730,3625,211,82,21,1149,978,11230,11356,Lead Generation
P3892,LinkedIn,2025-11-10,02:36,Text,Product Launch,Sample social media post caption 3892,#marketing #socialmedia #AI,57717,62498,4145,327,291,189,1667,152,2035,2093,Lead Generation
P3893,LinkedIn,2024-07-20,19:43,Carousel,Industry News,Sample social media post caption 3893,#marketing #socialmedia #AI,86344,41082,492,101,31,301,1925,856,70657,70779,Brand Awareness
P3894,LinkedIn,2025-02-26,15:54,Video,Educational,Sample social media post caption 3894,#marketing #socialmedia #AI,52737,1155,1922,177,201,403,499,529,96683,96735,Engagement Drive
P3895,Instagram,2025-06-07,06:12,Text,Product Launch,Sample social media post caption 3895,#marketing #socialmedia #AI,10978,72410,3780,12,65,120,833,27,32886,32958,Engagement Drive
P3896,Facebook,2024-07-18,04:32,Text,Promotional,Sample social media post caption 3896,#marketing #socialmedia #AI,14698,50095,2125,386,8,109,818,107,66565,66721,Lead Generation
P3897,Facebook,2024-01-10,17:45,Video,Industry News,Sample social media post caption 3897,#marketing #socialmedia #AI,82087,43003,612,173,7,378,1410,916,20456,20532,Engagement Drive
P3898,Instagram,2024-11-19,11:18,Reel,Product Launch,Sample social media post caption 3898,#marketing #socialmedia #AI,81907,34335,1558,182,114,367,410,630,45825,45842,Summer Campaign
P3899,YouTube,2025-09-18,12:05,Text,Promotional,Sample social media post caption 3899,#marketing #socialmedia #AI,8487,31871,3452,332,192,338,893,42,49964,50007,Lead Generation
P3900,Facebook,2025-11-12,05:13,Reel,Promotional,Sample social media post caption 3900,#marketing #socialmedia #AI,70310,32006,3722,5,114,401,405,508,28299,28458,Brand Awareness
P3901,Facebook,2024-07-18,22:10,Carousel,Product Launch,Sample social media post caption 3901,#marketing #socialmedia #AI,8928,60168,1666,196,281,293,1454,641,35941,35980,Engagement Drive
P3902,YouTube,2025-07-09,17:45,Text,Motivational,Sample social media post caption 3902,#marketing #socialmedia #AI,44257,15839,4887,369,274,356,1830,42,35034,35138,Lead Generation
P3903,Facebook,2024-11-25,01:12,Reel,Promotional,Sample social media post caption 3903,#marketing #socialmedia #AI,23280,71602,2004,226,150,93,401,501,71826,71985,Engagement Drive
P3904,Instagram,2025-08-10,14:32,Carousel,Educational,Sample social media post caption 3904,#marketing #socialmedia #AI,25532,22359,2532,230,232,121,345,394,42474,42465,Engagement Drive
P3905,YouTube,2025-08-06,14:46,Carousel,Educational,Sample social media post caption 3905,#marketing #socialmedia #AI,64216,15765,1965,304,257,209,803,438,59737,59757,Engagement Drive
P3906,YouTube,2024-08-16,00:27,Image,Educational,Sample social media post caption 3906,#marketing #socialmedia #AI,25356,70670,2895,271,140,12,119,990,84243,84437,Engagement Drive
P3907,Instagram,2024-05-25,11:14,Image,Motivational,Sample social media post caption 3907,#marketing #socialmedia #AI,16536,35168,4073,28,42,96,1441,529,96175,96273,Lead Generation
P3908,Facebook,2025-02-19,20:08,Carousel,Promotional,Sample social media post caption 3908,#marketing #socialmedia #AI,77161,28731,4142,367,97,466,952,511,49295,49287,Organic
P3909,Instagram,2025-12-01,12:59,Video,Educational,Sample social media post caption 3909,#marketing #socialmedia #AI,76260,42645,245,445,102,323,1881,524,22337,22349,Lead Generation
P3910,Facebook,2025-01-27,01:17,Image,Educational,Sample social media post caption 3910,#marketing #socialmedia #AI,61612,79823,1805,429,292,351,1458,119,14518,14698,Lead Generation
P3911,YouTube,2025-10-31,11:16,Reel,Industry News,Sample social media post caption 3911,#marketing #socialmedia #AI,34061,52391,538,151,173,478,1831,980,46394,46492,Organic
