Post_ID,Platform,Post_Date,Post_Time,Post_Type,Content_Theme,Caption,Hashtags,Impressions,Reach,Likes,Comments,Shares,Saves,Profile_Visits,Link_Clicks,Followers_Before,Followers_After,Campaign_Name,CTR,Total_Engagement,Engagement_Rate,Virality_Score,Follower_Growth,Sentiment_Score,AI_Content_Score,Predicted_Content_Type
P3952,Facebook,2024-06-18,08:32,Text,Educational,Sample social media post caption 3952,#marketing #socialmedia #AI,56785,39361,1640,39,276,269,1123,689,19650,19822,Summer Campaign,1.213348595579819,2224,5.650262950636416,0.7012016971113538,172,0.03333333333333333,45,Customer Story
P3953,LinkedIn,2025-04-07,07:41,Reel,Educational,Sample social media post caption 3953,#marketing #socialmedia #AI,36123,3688,3556,492,140,397,1386,697,3016,3090,Summer Campaign,1.9295185892644573,4585,124.32212581344902,3.7960954446854656,74,0.03333333333333333,45,Customer Story
P3954,YouTube,2024-12-21,18:41,Video,Motivational,Sample social media post caption 3954,#marketing #socialmedia #AI,77178,65630,438,480,124,348,1883,950,71801,71811,Summer Campaign,1.2309207287050714,1390,2.117933871705013,0.1889379856772817,10,0.03333333333333333,45,Customer Story
P3955,Facebook,2025-06-25,12:16,Reel,Product Launch,Sample social media post caption 3955,#marketing #socialmedia #AI,66045,42860,4155,30,202,354,1925,135,27227,27352,Brand Awareness,0.2044060867590279,4741,11.061595893607093,0.4713019132057862,125,0.03333333333333333,45,Customer Story
P3956,LinkedIn,2024-04-03,23:25,Reel,Educational,Sample social media post caption 3956,#marketing #socialmedia #AI,54995,56544,1787,433,264,429,1482,379,51730,51805,Lead Generation,0.6891535594144922,2913,5.151740237691001,0.4668930390492359,75,0.03333333333333333,45,Customer Story
P3957,LinkedIn,2025-05-04,08:43,Reel,Educational,Sample social media post caption 3957,#marketing #socialmedia #AI,39357,49171,1777,245,7,461,91,734,5140,5210,Summer Campaign,1.8649795462052492,2490,5.063960464501434,0.0142360334343413,70,0.03333333333333333,45,Customer Story
P3958,Instagram,2025-07-28,07:46,Reel,Promotional,Sample social media post caption 3958,#marketing #socialmedia #AI,23468,51832,285,314,284,383,1004,675,81633,81716,Engagement Drive,2.87625703085052,1266,2.442506559654268,0.5479240623553017,83,0.03333333333333333,45,Customer Story
P3959,YouTube,2025-12-02,15:53,Image,Promotional,Sample social media post caption 3959,#marketing #socialmedia #AI,87728,18579,3839,112,271,448,1342,774,33585,33700,Engagement Drive,0.8822724785701258,4670,25.13590613057753,1.4586360945153132,115,0.03333333333333333,45,Customer Story
P3960,Instagram,2025-01-03,06:45,Image,Promotional,Sample social media post caption 3960,#marketing #socialmedia #AI,21863,48694,4983,167,169,344,163,146,93784,93890,Organic,0.6677949046333989,5663,11.629769581467944,0.3470653468599827,106,0.03333333333333333,45,Customer Story
P3961,LinkedIn,2024-06-28,05:38,Video,Educational,Sample social media post caption 3961,#marketing #socialmedia #AI,64311,34585,2153,151,99,114,1005,492,61114,61234,Brand Awareness,0.765032420581238,2517,7.277721555587682,0.2862512649992771,120,0.03333333333333333,45,Customer Story
P3962,Instagram,2024-12-12,05:51,Reel,Product Launch,Sample social media post caption 3962,#marketing #socialmedia #AI,92327,53433,2313,204,170,8,481,410,79877,80035,Engagement Drive,0.4440737812340918,2695,5.043699586397919,0.318155447008403,158,0.03333333333333333,45,Customer Story
P3963,Instagram,2025-05-14,01:12,Image,Product Launch,Sample social media post caption 3963,#marketing #socialmedia #AI,57621,44259,4281,289,56,74,792,121,10365,10428,Organic,0.209992884538623,4700,10.6193090670824,0.1265279378205562,63,0.03333333333333333,45,Customer Story
P3964,Instagram,2025-05-05,04:38,Video,Educational,Sample social media post caption 3964,#marketing #socialmedia #AI,93665,63608,4877,375,115,249,693,198,95602,95692,Summer Campaign,0.2113916617733411,5616,8.829078103383223,0.1807948685699912,90,0.03333333333333333,45,Customer Story
P3965,YouTube,2024-05-26,20:43,Reel,Educational,Sample social media post caption 3965,#marketing #socialmedia #AI,42789,77944,1142,151,40,60,15,514,79874,79927,Engagement Drive,1.2012433101965458,1393,1.787180539874782,0.0513188956173663,53,0.03333333333333333,45,Customer Story
P3966,LinkedIn,2024-09-04,17:04,Carousel,Industry News,Sample social media post caption 3966,#marketing #socialmedia #AI,62023,37967,2707,62,188,89,572,152,38428,38546,Engagement Drive,0.2450703771181658,3046,8.022756604419627,0.4951668554270814,118,0.03333333333333333,45,Customer Story
P3967,LinkedIn,2025-01-03,15:48,Reel,Industry News,Sample social media post caption 3967,#marketing #socialmedia #AI,44830,39520,800,223,269,11,678,128,11276,11473,Brand Awareness,0.2855230872183805,1303,3.297064777327935,0.6806680161943319,197,0.03333333333333333,45,Customer Story
P3968,Facebook,2025-10-15,10:32,Video,Industry News,Sample social media post caption 3968,#marketing #socialmedia #AI,26333,77310,4091,40,218,13,604,417,75981,76140,Lead Generation,1.5835643489158089,4362,5.6422196352347695,0.2819816323890829,159,0.03333333333333333,45,Customer Story
P3969,Instagram,2025-08-25,02:50,Video,Educational,Sample social media post caption 3969,#marketing #socialmedia #AI,59629,32691,1551,27,194,492,411,83,40246,40254,Brand Awareness,0.1391940163343339,2264,6.9254534887277845,0.5934355021259674,8,0.03333333333333333,45,Customer Story
P3970,LinkedIn,2024-07-09,01:58,Image,Industry News,Sample social media post caption 3970,#marketing #socialmedia #AI,1496,68032,1624,109,32,389,1193,877,55480,55596,Brand Awareness,58.62299465240641,2154,3.166157102539981,0.0470366886171213,116,0.03333333333333333,45,Customer Story
P3971,YouTube,2025-06-19,18:18,Image,Product Launch,Sample social media post caption 3971,#marketing #socialmedia #AI,58010,31596,578,325,112,103,1278,297,41127,41186,Summer Campaign,0.5119806929839683,1118,3.53842258513736,0.3544752500316496,59,0.03333333333333333,45,Customer Story
P3972,Instagram,2024-03-03,23:33,Image,Promotional,Sample social media post caption 3972,#marketing #socialmedia #AI,8108,64208,643,49,188,192,1931,358,61100,61276,Summer Campaign,4.415392205229403,1072,1.6695738848741588,0.2927984051831547,176,0.03333333333333333,45,Customer Story
P3973,Instagram,2024-04-06,02:48,Text,Product Launch,Sample social media post caption 3973,#marketing #socialmedia #AI,74840,17686,3785,464,242,144,1260,831,65565,65551,Brand Awareness,1.1103687867450562,4635,26.207169512608843,1.368313920615176,-14,0.03333333333333333,45,Customer Story
P3974,YouTube,2025-11-16,10:51,Reel,Educational,Sample social media post caption 3974,#marketing #socialmedia #AI,98407,71229,2356,499,132,285,1873,879,69948,70027,Summer Campaign,0.8932291402034408,3272,4.59363461511463,0.1853177778713726,79,0.03333333333333333,45,Customer Story
P3975,LinkedIn,2024-06-30,20:05,Carousel,Product Launch,Sample social media post caption 3975,#marketing #socialmedia #AI,85672,60032,3275,254,15,282,1511,161,93677,93860,Engagement Drive,0.1879260435148006,3826,6.373267590618337,0.0249866737739872,183,0.03333333333333333,45,Customer Story
P3976,Instagram,2025-06-30,13:17,Carousel,Product Launch,Sample social media post caption 3976,#marketing #socialmedia #AI,46263,31015,1721,405,55,190,647,427,21813,21843,Summer Campaign,0.9229838099561204,2371,7.644688054167338,0.1773335482830888,30,0.03333333333333333,45,Customer Story
P3977,LinkedIn,2025-08-21,09:10,Video,Motivational,Sample social media post caption 3977,#marketing #socialmedia #AI,88703,23903,1037,241,247,99,334,779,69724,69756,Engagement Drive,0.8782115599246925,1624,6.794126260302054,1.0333430950089948,32,0.03333333333333333,45,Customer Story
P3978,LinkedIn,2025-01-12,13:32,Text,Industry News,Sample social media post caption 3978,#marketing #socialmedia #AI,17683,14061,2920,109,96,330,174,664,89494,89613,Brand Awareness,3.755018944749194,3455,24.57150984993955,0.6827394922125027,119,0.03333333333333333,45,Customer Story
P3979,Instagram,2025-09-17,04:01,Carousel,Industry News,Sample social media post caption 3979,#marketing #socialmedia #AI,19966,25785,3000,346,201,453,326,528,79415,79446,Lead Generation,2.6444956425924078,4000,15.512895094046929,0.779522978475858,31,0.03333333333333333,45,Customer Story
P3980,Facebook,2025-01-10,11:12,Text,Industry News,Sample social media post caption 3980,#marketing #socialmedia #AI,62209,11868,2260,274,128,421,1609,594,6172,6359,Engagement Drive,0.954845761867254,3083,25.977418267610386,1.0785305021907652,187,0.03333333333333333,45,Customer Story
P3981,Instagram,2024-07-25,00:59,Reel,Promotional,Sample social media post caption 3981,#marketing #socialmedia #AI,65269,7583,2288,42,101,309,881,818,7104,7274,Brand Awareness,1.2532749084557753,2740,36.13345641566662,1.3319266780957404,170,0.03333333333333333,45,Customer Story
P3982,LinkedIn,2024-09-23,10:16,Text,Promotional,Sample social media post caption 3982,#marketing #socialmedia #AI,35861,5579,1946,436,190,73,903,658,25318,25515,Summer Campaign,1.834862385321101,2645,47.40993009499911,3.405628248790106,197,0.03333333333333333,45,Customer Story
P3983,Facebook,2024-04-06,07:46,Image,Industry News,Sample social media post caption 3983,#marketing #socialmedia #AI,33084,584,3863,147,196,154,663,985,21084,21118,Brand Awareness,2.977269979446258,4360,746.5753424657535,33.56164383561644,34,0.03333333333333333,45,Customer Story
P3984,Instagram,2024-06-15,01:29,Image,Product Launch,Sample social media post caption 3984,#marketing #socialmedia #AI,35820,2012,4384,191,33,128,354,776,32344,32466,Lead Generation,2.166387493020659,4736,235.3876739562624,1.6401590457256463,122,0.03333333333333333,45,Customer Story
P3985,Facebook,2025-09-11,13:36,Reel,Motivational,Sample social media post caption 3985,#marketing #socialmedia #AI,46471,55259,2561,42,216,163,1670,994,55072,55055,Summer Campaign,2.1389683888876934,2982,5.396406015309723,0.3908865524168008,-17,0.03333333333333333,45,Customer Story
P3986,Instagram,2024-03-16,11:20,Text,Educational,Sample social media post caption 3986,#marketing #socialmedia #AI,37623,31952,1752,387,9,196,1519,589,71620,71809,Engagement Drive,1.5655317226164849,2344,7.336004006009013,0.0281672508763144,189,0.03333333333333333,45,Customer Story
P3987,Facebook,2025-09-17,09:07,Text,Promotional,Sample social media post caption 3987,#marketing #socialmedia #AI,67619,15069,749,488,39,323,614,335,52832,52907,Lead Generation,0.4954228841006226,1599,10.611188532749354,0.2588094764085208,75,0.03333333333333333,45,Customer Story
P3988,LinkedIn,2025-02-03,14:59,Text,Product Launch,Sample social media post caption 3988,#marketing #socialmedia #AI,3349,68264,2976,378,280,133,1761,863,30431,30603,Brand Awareness,25.768886234696925,3767,5.518281964139224,0.4101722723543888,172,0.03333333333333333,45,Customer Story
P3989,Facebook,2024-04-09,09:36,Reel,Promotional,Sample social media post caption 3989,#marketing #socialmedia #AI,61510,27509,1770,240,156,460,30,59,34168,34306,Lead Generation,0.0959193627052511,2626,9.54596677451016,0.5670871351194154,138,0.03333333333333333,45,Customer Story
P3990,Instagram,2024-04-30,07:42,Carousel,Motivational,Sample social media post caption 3990,#marketing #socialmedia #AI,26412,38038,3708,88,104,419,1466,879,41237,41254,Summer Campaign,3.328032712403453,4319,11.354435038645564,0.2734107997265892,17,0.03333333333333333,45,Customer Story
P3991,LinkedIn,2024-09-04,18:16,Reel,Product Launch,Sample social media post caption 3991,#marketing #socialmedia #AI,70144,39986,735,225,161,375,1783,713,72713,72729,Brand Awareness,1.0164803832116789,1496,3.741309458310409,0.4026409243235132,16,0.03333333333333333,45,Customer Story
P3992,LinkedIn,2024-09-15,19:21,Image,Industry News,Sample social media post caption 3992,#marketing #socialmedia #AI,91610,15576,135,153,88,206,1511,47,33556,33635,Engagement Drive,0.051304442746425,582,3.736517719568567,0.5649717514124294,79,0.03333333333333333,45,Customer Story
P3993,YouTube,2024-02-01,18:47,Video,Industry News,Sample social media post caption 3993,#marketing #socialmedia #AI,83490,71548,4091,57,168,202,1352,560,65594,65678,Engagement Drive,0.6707390106599592,4518,6.314641918711914,0.2348074020238161,84,0.03333333333333333,45,Customer Story
P3994,LinkedIn,2024-01-18,05:06,Video,Promotional,Sample social media post caption 3994,#marketing #socialmedia #AI,53455,4510,2879,403,212,197,1491,31,59121,59262,Lead Generation,0.0579927041436722,3691,81.84035476718404,4.700665188470066,141,0.03333333333333333,45,Customer Story
P3995,LinkedIn,2024-07-28,23:16,Image,Promotional,Sample social media post caption 3995,#marketing #socialmedia #AI,26788,76368,900,241,278,45,774,619,12784,12925,Engagement Drive,2.310736150515156,1464,1.9170333123821497,0.3640268175151896,141,0.03333333333333333,45,Customer Story
P3996,LinkedIn,2025-05-15,05:49,Text,Product Launch,Sample social media post caption 3996,#marketing #socialmedia #AI,11091,13158,3512,237,37,455,673,639,24177,24213,Engagement Drive,5.761428185014877,4241,32.2313421492628,0.2811977504179966,36,0.03333333333333333,45,Customer Story
P3997,Facebook,2025-12-18,08:45,Image,Product Launch,Sample social media post caption 3997,#marketing #socialmedia #AI,77688,72753,4034,113,198,350,79,49,79148,79333,Engagement Drive,0.0630728040366594,4695,6.453342130221435,0.2721537256195621,185,0.03333333333333333,45,Customer Story
P3998,Instagram,2024-11-23,10:41,Image,Product Launch,Sample social media post caption 3998,#marketing #socialmedia #AI,33886,1610,1648,479,147,129,57,829,60607,60743,Brand Awareness,2.446438057014696,2403,149.25465838509317,9.130434782608695,136,0.03333333333333333,45,Customer Story
P3999,YouTube,2025-12-25,06:33,Video,Promotional,Sample social media post caption 3999,#marketing #socialmedia #AI,25178,45852,2309,362,93,253,1525,354,73260,73363,Organic,1.405989355786798,3017,6.579865654715171,0.2028264852132949,103,0.03333333333333333,45,Customer Story
P4000,YouTube,2024-01-28,12:48,Image,Product Launch,Sample social media post caption 4000,#marketing #socialmedia #AI,97326,28922,4305,109,294,339,74,36,86054,86109,Brand Awareness,0.0369890882189754,5047,17.45038379088583,1.0165272111195631,55,0.03333333333333333,45,Customer Story
P4001,Facebook,2025-02-01,20:05,Reel,Promotional,Sample social media post caption 4001,#marketing #socialmedia #AI,94782,51709,4427,209,253,439,1641,462,35913,35968,Brand Awareness,0.4874343229727163,5328,10.30381558336073,0.4892765282639386,55,0.03333333333333333,45,Customer Story
P4002,Facebook,2024-11-26,12:40,Carousel,Product Launch,Sample social media post caption 4002,#marketing #socialmedia #AI,19190,60362,3406,452,299,257,1526,261,72566,72645,Engagement Drive,1.3600833767587286,4414,7.312547629303204,0.4953447533216261,79,0.03333333333333333,45,Customer Story
P4003,YouTube,2025-10-14,03:56,Reel,Industry News,Sample social media post caption 4003,#marketing #socialmedia #AI,74996,75125,3692,423,169,468,595,220,27710,27831,Lead Generation,0.2933489786121926,4752,6.325457570715474,0.2249584026622296,121,0.03333333333333333,45,Customer Story
P4004,Instagram,2025-01-28,04:36,Video,Motivational,Sample social media post caption 4004,#marketing #socialmedia #AI,85542,16106,1699,189,84,125,1395,841,99275,99390,Lead Generation,0.983142783661827,2097,13.019992549360488,0.521544765925742,115,0.03333333333333333,45,Customer Story
P4005,Instagram,2024-11-15,05:54,Image,Product Launch,Sample social media post caption 4005,#marketing #socialmedia #AI,60175,25147,1836,394,169,280,671,493,22469,22519,Engagement Drive,0.8192771084337349,2679,10.653358253469598,0.6720483556686683,50,0.03333333333333333,45,Customer Story
P4006,YouTube,2025-11-10,18:19,Image,Industry News,Sample social media post caption 4006,#marketing #socialmedia #AI,51883,31709,2203,20,158,422,1875,663,73697,73897,Brand Awareness,1.2778752192432974,2803,8.83976158188527,0.498281245072377,200,0.03333333333333333,45,Customer Story
P4007,Instagram,2024-07-14,00:53,Carousel,Educational,Sample social media post caption 4007,#marketing #socialmedia #AI,87764,62780,1784,91,19,130,1440,992,28707,28843,Lead Generation,1.1303039970830864,2024,3.223956674100032,0.0302644154189232,136,0.03333333333333333,45,Customer Story
P4008,LinkedIn,2025-08-17,23:17,Text,Product Launch,Sample social media post caption 4008,#marketing #socialmedia #AI,27626,15002,4552,85,94,71,1895,602,60226,60426,Engagement Drive,2.179106638673713,4802,32.00906545793894,0.6265831222503666,200,0.03333333333333333,45,Customer Story
P4009,YouTube,2025-09-06,08:45,Video,Motivational,Sample social media post caption 4009,#marketing #socialmedia #AI,93022,64766,4866,344,16,241,743,736,49192,49376,Organic,0.791210681344198,5467,8.44115739739987,0.0247043201679893,184,0.03333333333333333,45,Customer Story
